task_id,status,mode,total_time_s,receipts_json,duality_gap,gamma_max_resid
2b01abd0,validated,convex,0.0004,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00035190582275390625, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
2b9ef948,error,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""error"", ""time_s"": 0.0002827644348144531, ""error"": ""NotImplementedError: /var/folders/w3/jzknl9pj2hz187ktjhl14xnr0000gn/T/tmpzygc_6oy.json: v1 supports a single test input; found 2 test pairs""}]",,
2bcee788,validated,convex,0.0005,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0005171298980712891, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
2bee17df,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00031828880310058594, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
2c0b0aff,validated,convex,0.0008,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0008230209350585938, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
2c608aff,validated,convex,0.0005,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0004899501800537109, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
2c737e39,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00027108192443847656, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
2ccd9fef,error,convex,0.0001,"[{""stage"": ""01_load"", ""status"": ""error"", ""time_s"": 8.606910705566406e-05, ""error"": ""NotImplementedError: /var/folders/w3/jzknl9pj2hz187ktjhl14xnr0000gn/T/tmptuutrtoc.json: v1 supports a single test input; found 2 test pairs""}]",,
2dc579da,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00016307830810546875, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
2dd70a9a,validated,convex,0.0005,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00048279762268066406, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
2de01db2,validated,convex,0.0001,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00010919570922851562, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
2dee498d,validated,convex,0.0001,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00010323524475097656, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
2e65ae53,validated,convex,0.0008,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0007548332214355469, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
2f0c5170,validated,convex,0.0005,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0005352497100830078, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
2f767503,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0002989768981933594, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
2faf500b,validated,convex,0.0004,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0003809928894042969, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 9.5367431640625e-07, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
305b1341,validated,convex,0.0008,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0007901191711425781, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 9.5367431640625e-07, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
30f42897,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00015473365783691406, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
310f3251,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00025391578674316406, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
3194b014,validated,convex,0.0005,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00047779083251953125, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
319f2597,validated,convex,0.0009,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0008718967437744141, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 9.5367431640625e-07, ""error"": null}]",,
31aa019c,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00025177001953125, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
31adaf00,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.000247955322265625, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
31d5ba1a,error,convex,0.0001,"[{""stage"": ""01_load"", ""status"": ""error"", ""time_s"": 4.982948303222656e-05, ""error"": ""NotImplementedError: /var/folders/w3/jzknl9pj2hz187ktjhl14xnr0000gn/T/tmpguaibqf0.json: v1 supports a single test input; found 2 test pairs""}]",,
320afe60,error,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""error"", ""time_s"": 0.00021791458129882812, ""error"": ""NotImplementedError: /var/folders/w3/jzknl9pj2hz187ktjhl14xnr0000gn/T/tmpdmq70nhh.json: v1 supports a single test input; found 2 test pairs""}]",,
321b1fc6,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0001811981201171875, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 9.5367431640625e-07, ""error"": null}]",,
32597951,validated,convex,0.0006,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0006079673767089844, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
32e9702f,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00014901161193847656, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
33067df9,validated,convex,0.0008,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0007672309875488281, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
332202d5,validated,convex,0.0005,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0004992485046386719, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
332efdb3,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0001709461212158203, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
3345333e,validated,convex,0.0004,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0003719329833984375, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
337b420f,error,convex,0.0001,"[{""stage"": ""01_load"", ""status"": ""error"", ""time_s"": 6.818771362304688e-05, ""error"": ""NotImplementedError: /var/folders/w3/jzknl9pj2hz187ktjhl14xnr0000gn/T/tmpmf6mh23b.json: v1 supports a single test input; found 2 test pairs""}]",,
3391f8c0,validated,convex,0.0004,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0003771781921386719, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
33b52de3,validated,convex,0.0007,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0006871223449707031, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
3428a4f5,error,convex,0.0001,"[{""stage"": ""01_load"", ""status"": ""error"", ""time_s"": 5.984306335449219e-05, ""error"": ""NotImplementedError: /var/folders/w3/jzknl9pj2hz187ktjhl14xnr0000gn/T/tmpziyp_hku.json: v1 supports a single test input; found 2 test pairs""}]",,
342ae2ed,validated,convex,0.0005,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0005002021789550781, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 1.1920928955078125e-06, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
342dd610,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00033593177795410156, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
3490cc26,validated,convex,0.0013,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0012700557708740234, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
34b99a2b,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00015211105346679688, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 9.5367431640625e-07, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
34cfa167,error,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""error"", ""time_s"": 0.0001850128173828125, ""error"": ""NotImplementedError: /var/folders/w3/jzknl9pj2hz187ktjhl14xnr0000gn/T/tmpegu5x75t.json: v1 supports a single test input; found 2 test pairs""}]",,
351d6448,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00021886825561523438, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
358ba94e,validated,convex,0.0005,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00046324729919433594, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
3618c87e,validated,convex,0.0001,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.000102996826171875, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
363442ee,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00027298927307128906, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
36d67576,validated,convex,0.0004,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0003910064697265625, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
36fdfd69,validated,convex,0.0005,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0005290508270263672, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
37ce87bb,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00017595291137695312, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
